tenure_months,contract,internet_service,monthly_charges,churn
14,Two year,DSL,46.07,0
15,Month-to-month,DSL,63.83,0
54,Month-to-month,DSL,54.69,0
22,Month-to-month,Fiber optic,69.1,1
61,Month-to-month,Fiber optic,59.63,0
33,Two year,DSL,36.23,1
14,Month-to-month,Fiber optic,81.4,1
61,Month-to-month,DSL,25.88,0
40,Two year,DSL,73.84,0
58,Month-to-month,Fiber optic,69.62,0
33,Month-to-month,Fiber optic,53.46,0
9,One year,DSL,47.18,0
49,Month-to-month,DSL,35.39,0
9,Two year,Fiber optic,64.97,0
48,One year,Fiber optic,51.87,0
30,Month-to-month,Fiber optic,67.14,0
57,One year,DSL,19.53,0
63,Two year,Fiber optic,62.8,0
29,Month-to-month,DSL,35.07,0
64,One year,No,18.97,0
8,Month-to-month,No,15.83,0
7,Month-to-month,Fiber optic,70.41,0
72,One year,DSL,55.66,0
41,Month-to-month,DSL,49.33,0
32,Month-to-month,DSL,60.59,0
11,Month-to-month,Fiber optic,64.02,0
21,One year,DSL,48.9,0
50,One year,DSL,49.37,0
59,Month-to-month,DSL,58.82,0
66,Month-to-month,No,16.23,0
29,Two year,No,34.47,0
33,Month-to-month,DSL,34.71,0
11,Month-to-month,Fiber optic,63.16,0
6,Month-to-month,DSL,40.7,0
31,One year,DSL,50.44,0
42,Month-to-month,DSL,31.96,0
7,Two year,Fiber optic,58.63,0
29,One year,DSL,37.26,0
46,Month-to-month,DSL,45.58,0
59,One year,No,13.77,0
68,Month-to-month,DSL,48.17,0
24,Month-to-month,Fiber optic,65.71,0
28,One year,DSL,52.89,0
63,Month-to-month,DSL,45.76,0
50,Two year,DSL,66.03,0
19,One year,Fiber optic,71.45,0
50,Month-to-month,DSL,30.38,0
11,Two year,DSL,42.45,0
32,Month-to-month,DSL,45.25,0
22,Month-to-month,No,14.1,0
72,Month-to-month,No,43.21,0
2,Two year,DSL,41.28,0
62,Month-to-month,No,17.26,0
20,Month-to-month,DSL,47.18,0
2,Month-to-month,No,14.13,0
48,Month-to-month,No,36.6,0
49,Month-to-month,DSL,54.18,0
10,One year,Fiber optic,71.57,0
2,Two year,Fiber optic,77.1,0
8,One year,Fiber optic,64.0,0
29,Month-to-month,DSL,26.97,0
9,Month-to-month,DSL,41.09,1
51,Month-to-month,DSL,38.98,0
5,Month-to-month,DSL,20.56,1
57,One year,Fiber optic,57.31,0
63,Month-to-month,Fiber optic,55.24,0
52,Two year,DSL,32.35,0
68,Month-to-month,Fiber optic,86.0,0
68,One year,No,31.14,0
3,Two year,DSL,56.58,0
24,One year,Fiber optic,76.12,0
55,Two year,DSL,58.0,1
24,Two year,DSL,45.32,0
53,One year,DSL,63.19,0
56,Month-to-month,DSL,30.22,0
72,Month-to-month,No,24.19,0
24,Two year,DSL,32.7,0
25,Month-to-month,Fiber optic,84.9,1
1,Two year,DSL,50.04,1
20,Month-to-month,DSL,59.24,0
20,One year,No,8.16,0
33,Month-to-month,Fiber optic,62.77,0
30,Two year,Fiber optic,48.59,0
62,Month-to-month,DSL,49.34,0
56,Month-to-month,DSL,39.86,0
53,Two year,DSL,54.07,0
0,Month-to-month,Fiber optic,70.38,1
34,Month-to-month,DSL,19.44,1
53,Two year,DSL,25.08,0
17,Two year,DSL,45.99,0
31,Month-to-month,DSL,50.59,0
53,One year,Fiber optic,43.4,0
58,Month-to-month,No,24.0,0
62,Month-to-month,Fiber optic,57.79,0
31,One year,No,11.68,0
29,Month-to-month,Fiber optic,62.14,0
27,Month-to-month,DSL,46.48,0
48,Month-to-month,Fiber optic,61.52,0
30,Two year,Fiber optic,46.17,0
29,One year,No,26.39,0
12,Month-to-month,Fiber optic,65.79,0
34,Two year,Fiber optic,58.74,0
17,Two year,DSL,41.31,1
38,Month-to-month,Fiber optic,65.83,1
64,Two year,DSL,45.53,0
56,Month-to-month,No,22.03,0
34,Month-to-month,DSL,46.98,0
71,Month-to-month,Fiber optic,69.42,0
71,Month-to-month,DSL,54.84,0
32,One year,DSL,64.02,0
55,One year,Fiber optic,69.82,0
24,Two year,DSL,37.54,1
64,Month-to-month,Fiber optic,52.76,1
27,Month-to-month,Fiber optic,77.76,0
18,Month-to-month,Fiber optic,59.17,1
9,Month-to-month,No,53.17,1
61,Two year,Fiber optic,103.35,0
21,One year,Fiber optic,,0
59,One year,No,5.02,0
6,One year,Fiber optic,77.85,0
36,Month-to-month,No,50.19,0
31,Month-to-month,DSL,29.25,0
32,Month-to-month,Fiber optic,92.78,1
12,Two year,Fiber optic,47.81,0
5,Month-to-month,Fiber optic,52.55,0
25,Month-to-month,Fiber optic,73.71,1
34,One year,Fiber optic,82.2,0
57,Month-to-month,Fiber optic,69.2,0
33,Month-to-month,Fiber optic,75.39,0
17,Month-to-month,DSL,58.25,0
19,Month-to-month,Fiber optic,84.64,0
44,Month-to-month,Fiber optic,62.53,1
31,Two year,Fiber optic,59.64,0
65,One year,Fiber optic,82.64,0
32,Month-to-month,DSL,50.45,1
41,One year,DSL,52.06,1
4,One year,Fiber optic,62.07,1
14,One year,DSL,52.66,0
62,Two year,Fiber optic,56.87,0
25,Two year,DSL,47.97,0
30,Month-to-month,Fiber optic,71.34,0
43,Month-to-month,DSL,46.42,0
4,Month-to-month,Fiber optic,79.37,0
36,Month-to-month,Fiber optic,57.76,1
25,Two year,DSL,53.12,0
10,One year,Fiber optic,70.25,1
30,Month-to-month,DSL,35.5,0
32,Two year,DSL,29.14,0
13,One year,Fiber optic,92.66,0
39,Month-to-month,No,24.17,0
54,Two year,Fiber optic,65.74,0
19,Month-to-month,DSL,31.28,0
70,Month-to-month,DSL,58.06,0
44,Month-to-month,Fiber optic,82.13,0
56,Two year,Fiber optic,79.82,0
5,Month-to-month,DSL,44.27,0
56,Month-to-month,DSL,54.02,0
24,One year,DSL,35.11,0
51,Two year,Fiber optic,72.61,0
58,Month-to-month,Fiber optic,69.35,0
18,Month-to-month,DSL,48.2,0
18,Two year,DSL,23.24,0
4,One year,Fiber optic,92.44,0
44,Month-to-month,DSL,64.42,1
56,Month-to-month,DSL,31.2,0
29,Month-to-month,DSL,51.93,0
11,One year,DSL,27.16,0
23,One year,Fiber optic,71.01,1
29,One year,Fiber optic,43.65,0
66,Month-to-month,DSL,41.49,0
9,Two year,No,19.15,0
25,Month-to-month,DSL,58.88,0
46,Two year,Fiber optic,90.02,0
17,Month-to-month,Fiber optic,90.29,0
64,Month-to-month,Fiber optic,83.9,1
66,Month-to-month,DSL,45.99,0
27,Month-to-month,Fiber optic,74.66,1
54,Month-to-month,Fiber optic,74.6,0
55,One year,DSL,30.84,0
49,Two year,Fiber optic,83.75,0
13,Month-to-month,Fiber optic,78.28,0
3,Month-to-month,DSL,53.84,0
25,Month-to-month,Fiber optic,42.62,0
9,Two year,Fiber optic,75.43,0
21,Month-to-month,Fiber optic,82.07,0
46,Month-to-month,Fiber optic,69.82,1
42,Month-to-month,No,18.99,0
15,Month-to-month,DSL,28.65,0
1,One year,Fiber optic,52.79,1
16,Month-to-month,Fiber optic,71.85,0
33,Month-to-month,Fiber optic,67.18,1
56,Two year,DSL,42.01,0
26,Month-to-month,DSL,63.35,1
20,One year,DSL,29.93,0
40,Month-to-month,Fiber optic,65.85,0
5,Two year,No,45.33,0
16,One year,DSL,41.25,0
2,Month-to-month,Fiber optic,70.8,1
38,Two year,Fiber optic,67.9,0
32,Month-to-month,Fiber optic,78.47,0
42,Month-to-month,DSL,20.34,0
45,One year,Fiber optic,67.56,0
28,One year,Fiber optic,70.65,1
63,Month-to-month,DSL,33.02,0
67,Month-to-month,DSL,49.12,0
8,Month-to-month,Fiber optic,79.44,1
67,One year,DSL,50.42,0
14,Two year,Fiber optic,91.35,0
18,Month-to-month,Fiber optic,64.8,0
38,Two year,DSL,50.98,0
2,Month-to-month,DSL,50.71,0
26,One year,No,22.17,0
14,Two year,DSL,58.6,0
35,One year,DSL,48.46,0
59,Month-to-month,Fiber optic,55.59,0
67,Month-to-month,Fiber optic,79.01,0
15,Month-to-month,No,19.01,0
39,One year,DSL,41.13,0
34,Two year,No,22.02,0
30,Month-to-month,DSL,53.82,0
46,Month-to-month,Fiber optic,82.95,1
72,Month-to-month,Fiber optic,68.09,0
29,One year,Fiber optic,67.4,1
4,One year,DSL,20.43,1
66,Month-to-month,No,16.48,0
68,One year,DSL,33.64,0
23,Month-to-month,DSL,48.73,1
36,One year,Fiber optic,68.72,0
62,Month-to-month,Fiber optic,59.09,0
36,Month-to-month,Fiber optic,71.83,1
35,One year,No,24.19,0
67,One year,DSL,14.51,0
60,Month-to-month,DSL,58.3,0
37,One year,DSL,57.13,0
11,Month-to-month,Fiber optic,67.14,0
32,Month-to-month,No,29.23,0
49,Two year,DSL,41.1,0
19,Two year,Fiber optic,50.75,0
39,Month-to-month,DSL,70.96,0
48,Two year,Fiber optic,79.0,1
6,One year,DSL,56.29,0
41,Month-to-month,Fiber optic,66.59,0
53,Month-to-month,Fiber optic,83.51,1
15,Month-to-month,DSL,28.56,0
40,One year,Fiber optic,67.05,0
51,Two year,Fiber optic,78.88,0
3,Month-to-month,DSL,37.48,0
47,Month-to-month,Fiber optic,80.93,1
18,Month-to-month,DSL,48.65,1
29,Month-to-month,DSL,47.52,0
47,Two year,Fiber optic,61.36,0
0,Month-to-month,No,29.85,0
1,One year,Fiber optic,93.19,1
32,Month-to-month,Fiber optic,72.1,1
69,One year,Fiber optic,76.67,0
0,One year,DSL,53.44,0
57,One year,Fiber optic,56.27,0
5,Month-to-month,Fiber optic,68.41,1
35,One year,DSL,43.04,0
31,One year,DSL,19.5,0
34,One year,Fiber optic,79.47,0
5,One year,Fiber optic,58.82,1
55,Two year,Fiber optic,78.16,0
20,Month-to-month,Fiber optic,60.9,0
56,Month-to-month,DSL,69.51,0
47,Two year,Fiber optic,66.66,0
40,Month-to-month,Fiber optic,93.05,1
22,Two year,Fiber optic,67.93,1
47,One year,DSL,44.36,0
72,Two year,DSL,63.8,0
67,One year,Fiber optic,58.99,0
66,Two year,DSL,45.6,0
16,One year,DSL,51.47,0
42,Month-to-month,Fiber optic,74.85,1
29,Month-to-month,Fiber optic,70.52,1
70,Month-to-month,Fiber optic,68.87,1
69,Month-to-month,DSL,55.16,0
63,Two year,Fiber optic,72.12,0
11,Month-to-month,Fiber optic,81.6,1
23,One year,DSL,49.7,0
51,Month-to-month,DSL,52.8,0
54,Month-to-month,DSL,58.6,0
25,Two year,Fiber optic,66.28,0
9,Month-to-month,Fiber optic,83.28,1
9,One year,DSL,43.12,0
49,Month-to-month,DSL,28.19,0
33,Month-to-month,No,21.05,0
35,Month-to-month,DSL,36.33,1
59,One year,DSL,49.5,0
1,Month-to-month,Fiber optic,66.57,1
55,Two year,No,26.53,0
20,One year,DSL,57.17,0
67,Month-to-month,Fiber optic,87.83,0
69,Month-to-month,Fiber optic,73.51,0
36,Month-to-month,DSL,58.03,0
23,One year,Fiber optic,67.87,1
17,Month-to-month,DSL,26.24,0
13,Month-to-month,DSL,30.85,0
72,Month-to-month,Fiber optic,67.65,0
13,Month-to-month,No,34.55,0
32,One year,No,22.69,0
34,Month-to-month,Fiber optic,84.23,1
49,Month-to-month,Fiber optic,91.98,0
61,Month-to-month,DSL,34.34,0
40,One year,Fiber optic,95.5,0
55,One year,No,5.38,0
41,Month-to-month,Fiber optic,92.19,0
31,Month-to-month,DSL,44.6,1
11,One year,DSL,42.21,0
15,Month-to-month,Fiber optic,69.9,1
31,One year,DSL,35.4,0
3,Month-to-month,Fiber optic,88.02,1
23,Month-to-month,Fiber optic,61.7,1
33,Month-to-month,Fiber optic,63.23,0
34,Month-to-month,Fiber optic,53.45,0
59,One year,Fiber optic,61.23,0
70,Month-to-month,Fiber optic,61.6,0
53,Month-to-month,Fiber optic,60.79,1
5,Month-to-month,Fiber optic,67.89,1
29,Month-to-month,Fiber optic,56.62,1
53,One year,DSL,64.13,0
43,One year,Fiber optic,68.17,0
33,Two year,DSL,49.49,0
31,Month-to-month,Fiber optic,80.34,1
29,Month-to-month,Fiber optic,94.3,1
42,Month-to-month,Fiber optic,80.92,0
13,Two year,Fiber optic,67.03,0
37,Month-to-month,DSL,32.13,0
15,Month-to-month,DSL,49.06,1
49,One year,Fiber optic,82.75,1
63,Month-to-month,Fiber optic,71.7,0
37,Month-to-month,DSL,45.78,0
28,Month-to-month,Fiber optic,72.56,0
68,One year,DSL,22.56,0
48,One year,DSL,46.76,0
31,Month-to-month,Fiber optic,78.79,0
2,One year,Fiber optic,69.45,0
1,Month-to-month,Fiber optic,83.48,1
16,Month-to-month,DSL,58.88,0
17,Two year,No,18.95,0
52,One year,Fiber optic,75.3,1
36,Two year,No,25.51,0
72,One year,Fiber optic,45.66,0
39,Month-to-month,Fiber optic,67.75,0
65,Month-to-month,DSL,32.63,0
40,Month-to-month,No,26.61,1
26,Month-to-month,DSL,53.19,0
52,Month-to-month,DSL,42.39,0
32,Month-to-month,Fiber optic,59.2,0
20,Month-to-month,DSL,47.81,0
34,Two year,DSL,74.32,0
48,Month-to-month,DSL,18.93,0
27,Month-to-month,DSL,47.79,0
51,One year,DSL,38.47,0
71,One year,No,19.89,0
30,Month-to-month,DSL,43.74,0
21,One year,Fiber optic,65.87,1
29,One year,DSL,52.22,0
61,Two year,DSL,42.1,0
13,Month-to-month,DSL,19.06,0
71,Month-to-month,DSL,60.36,0
30,One year,Fiber optic,83.55,0
61,Month-to-month,Fiber optic,62.72,0
57,One year,Fiber optic,70.6,0
57,One year,DSL,59.61,0
66,One year,DSL,57.4,0
13,Two year,DSL,61.29,1
43,One year,Fiber optic,74.49,0
7,Two year,No,34.23,1
21,One year,Fiber optic,86.91,0
2,Month-to-month,Fiber optic,65.88,0
49,One year,No,30.29,0
44,One year,DSL,19.24,0
54,Two year,No,6.04,0
12,Month-to-month,DSL,51.0,1
24,Month-to-month,Fiber optic,77.83,1
49,Two year,Fiber optic,65.35,0
60,Month-to-month,DSL,37.72,0
64,One year,DSL,40.73,0
5,Month-to-month,DSL,47.3,1
29,Month-to-month,Fiber optic,42.24,1
0,Month-to-month,Fiber optic,75.59,1
59,Two year,DSL,45.39,0
8,Month-to-month,No,27.97,0
60,One year,Fiber optic,68.52,0
11,One year,Fiber optic,53.4,1
1,One year,Fiber optic,56.82,0
64,Month-to-month,Fiber optic,,1
32,Month-to-month,DSL,37.29,0
31,Two year,Fiber optic,79.69,0
47,Month-to-month,Fiber optic,57.01,0
20,Month-to-month,DSL,44.82,0
50,Two year,DSL,39.71,0
31,Month-to-month,Fiber optic,66.55,1
19,Month-to-month,No,20.92,0
28,Two year,Fiber optic,87.33,0
0,Month-to-month,Fiber optic,93.13,1
22,Month-to-month,DSL,47.85,0
43,Month-to-month,Fiber optic,65.05,0
10,One year,No,9.05,0
8,Two year,DSL,28.22,0
47,One year,No,42.39,0
31,Two year,Fiber optic,52.38,0
9,Month-to-month,Fiber optic,64.72,0
54,One year,DSL,46.86,0
56,Month-to-month,DSL,13.78,0
2,Two year,DSL,29.99,0
14,Two year,Fiber optic,53.94,0
27,Month-to-month,DSL,37.01,0
53,Two year,Fiber optic,73.1,0
5,One year,Fiber optic,82.33,0
58,Month-to-month,DSL,37.04,0
23,One year,DSL,39.46,0
9,Two year,DSL,43.57,0
63,Month-to-month,Fiber optic,60.33,0
6,Month-to-month,DSL,50.01,0
9,Two year,No,30.38,0
69,Month-to-month,Fiber optic,37.34,0
37,Month-to-month,DSL,52.67,0
33,One year,DSL,46.53,0
50,One year,Fiber optic,73.11,0
46,Month-to-month,DSL,59.16,0
44,Month-to-month,No,3.56,0
1,Two year,DSL,29.93,0
40,Month-to-month,Fiber optic,69.16,0
20,One year,DSL,17.14,0
58,Two year,DSL,42.46,0
36,Month-to-month,DSL,55.15,0
9,Two year,Fiber optic,74.76,0
64,One year,Fiber optic,70.95,0
20,Two year,DSL,42.21,0
19,Month-to-month,DSL,39.87,0
68,Month-to-month,No,19.17,0
56,One year,Fiber optic,72.74,1
62,Two year,DSL,26.39,0
48,Two year,Fiber optic,87.56,1
66,Month-to-month,DSL,36.15,0
8,Month-to-month,DSL,51.69,1
43,Month-to-month,Fiber optic,70.96,1
21,One year,Fiber optic,56.16,0
29,Two year,No,40.51,0
17,One year,DSL,57.98,0
14,Month-to-month,DSL,26.15,0
32,Two year,Fiber optic,69.12,0
67,Month-to-month,No,27.49,0
46,Month-to-month,DSL,20.14,0
25,One year,Fiber optic,44.55,0
31,Month-to-month,DSL,35.0,0
38,One year,Fiber optic,54.24,0
17,One year,DSL,32.48,0
38,Month-to-month,DSL,29.24,0
50,Month-to-month,Fiber optic,68.53,1
17,Month-to-month,Fiber optic,59.29,0
42,One year,Fiber optic,83.37,0
51,Month-to-month,Fiber optic,72.16,0
37,Month-to-month,No,34.53,0
21,Month-to-month,DSL,24.74,0
40,One year,Fiber optic,62.46,0
57,Month-to-month,Fiber optic,71.63,0
16,Month-to-month,Fiber optic,75.44,1
41,Month-to-month,DSL,37.23,0
49,Month-to-month,Fiber optic,,0
23,Month-to-month,Fiber optic,65.3,0
28,Month-to-month,No,21.43,0
64,One year,DSL,70.97,0
26,Month-to-month,DSL,48.76,0
43,Month-to-month,Fiber optic,70.48,1
10,Two year,Fiber optic,,0
67,Month-to-month,DSL,30.18,0
43,Month-to-month,DSL,42.44,0
55,Month-to-month,DSL,58.56,0
43,Month-to-month,DSL,,0
25,Month-to-month,Fiber optic,68.12,0
24,Two year,DSL,36.07,0
51,Month-to-month,Fiber optic,49.1,0
62,One year,Fiber optic,75.24,0
9,Two year,DSL,41.95,0
61,Month-to-month,Fiber optic,75.35,1
60,One year,Fiber optic,71.86,0
7,Month-to-month,Fiber optic,58.43,0
7,Month-to-month,Fiber optic,72.7,0
50,Two year,DSL,29.51,0
61,Month-to-month,No,27.61,1
28,Two year,Fiber optic,69.25,0
46,One year,Fiber optic,88.49,0
72,Month-to-month,DSL,34.6,0
23,Month-to-month,Fiber optic,54.08,1
16,One year,DSL,40.04,0
72,Month-to-month,Fiber optic,77.31,0
20,Month-to-month,DSL,11.43,0
34,Month-to-month,Fiber optic,80.51,0
32,Month-to-month,DSL,42.5,1
38,Two year,DSL,31.3,0
19,Month-to-month,Fiber optic,65.59,0
49,Month-to-month,Fiber optic,61.11,0
50,One year,DSL,30.3,0
14,One year,No,1.74,0
35,Two year,DSL,53.77,0
4,Two year,Fiber optic,63.29,0
16,Month-to-month,DSL,40.3,0
72,Month-to-month,Fiber optic,80.14,0
36,One year,DSL,45.67,0
45,Month-to-month,DSL,26.29,0
64,One year,Fiber optic,78.07,0
52,Month-to-month,DSL,62.81,0
57,Two year,DSL,51.04,0
51,One year,Fiber optic,59.62,0
36,One year,DSL,27.33,0
46,Month-to-month,Fiber optic,59.18,0
21,Two year,DSL,46.24,0
65,One year,DSL,62.12,0
13,Two year,DSL,35.89,0
64,Two year,DSL,37.21,0
64,Month-to-month,Fiber optic,82.26,0
10,Month-to-month,DSL,39.79,1
51,Month-to-month,DSL,65.57,0
72,One year,DSL,,0
41,One year,Fiber optic,84.01,0
24,Month-to-month,DSL,49.59,0
64,Two year,Fiber optic,78.49,0
37,Month-to-month,Fiber optic,67.88,1
8,One year,Fiber optic,68.66,0
18,Month-to-month,DSL,50.03,0
49,Month-to-month,Fiber optic,79.58,0
33,Month-to-month,Fiber optic,76.31,1
15,One year,Fiber optic,48.79,0
58,One year,DSL,48.09,0
8,Month-to-month,No,17.12,0
15,Month-to-month,DSL,38.45,0
33,One year,No,30.49,0
2,Month-to-month,No,45.38,0
28,One year,Fiber optic,67.22,0
66,Month-to-month,Fiber optic,93.67,0
68,Two year,Fiber optic,56.84,0
63,One year,Fiber optic,84.78,0
23,Month-to-month,DSL,50.17,0
4,One year,DSL,47.5,0
59,Month-to-month,DSL,61.6,0
27,Two year,DSL,37.36,0
54,One year,DSL,60.33,0
8,Month-to-month,Fiber optic,67.5,0
48,One year,Fiber optic,62.29,0
42,Month-to-month,No,9.08,0
67,Two year,DSL,64.02,0
7,Two year,Fiber optic,83.7,0
29,One year,Fiber optic,64.26,0
72,Month-to-month,DSL,51.55,0
28,One year,DSL,46.52,0
48,Month-to-month,DSL,40.77,0
11,Month-to-month,No,36.58,0
53,Two year,Fiber optic,62.5,0
20,Month-to-month,No,-1.3,1
41,Month-to-month,DSL,48.12,0
64,Month-to-month,DSL,45.8,0
48,Two year,No,17.88,0
34,Two year,DSL,34.29,0
13,Month-to-month,Fiber optic,51.29,1
24,Month-to-month,DSL,40.65,1
61,Two year,DSL,34.5,0
15,Month-to-month,Fiber optic,81.57,0
47,Two year,DSL,51.2,0
35,Two year,DSL,39.19,0
23,One year,DSL,51.27,0
52,Month-to-month,Fiber optic,68.71,0
26,One year,Fiber optic,66.77,0
20,Two year,Fiber optic,69.34,1
38,Month-to-month,DSL,66.26,0
55,Two year,Fiber optic,77.73,0
63,Month-to-month,DSL,41.42,0
45,Two year,DSL,55.73,0
48,One year,Fiber optic,80.29,0
57,Month-to-month,Fiber optic,73.12,0
19,Month-to-month,Fiber optic,66.06,1
18,Month-to-month,DSL,40.26,0
35,Month-to-month,No,12.1,0
46,Two year,Fiber optic,72.17,0
47,Month-to-month,Fiber optic,62.68,0
11,Two year,DSL,39.76,0
56,Month-to-month,Fiber optic,77.49,0
26,One year,DSL,65.25,1
64,Two year,Fiber optic,74.49,0
52,One year,DSL,43.74,0
71,Two year,Fiber optic,69.77,0
46,Two year,DSL,58.66,0
38,One year,Fiber optic,74.65,0
13,One year,Fiber optic,72.32,0
29,Month-to-month,No,28.17,1
62,Month-to-month,Fiber optic,52.86,0
27,Month-to-month,Fiber optic,74.69,1
3,Two year,Fiber optic,59.5,1
17,One year,DSL,49.73,0
43,One year,DSL,36.18,0
45,Two year,DSL,52.09,0
71,Month-to-month,Fiber optic,68.16,0
68,Two year,Fiber optic,56.26,0
38,Month-to-month,Fiber optic,66.51,0
40,Month-to-month,Fiber optic,96.47,0
58,One year,Fiber optic,42.72,0
3,Month-to-month,DSL,47.0,0
43,One year,DSL,32.87,0
34,One year,DSL,61.52,0
57,Two year,DSL,54.8,0
58,Month-to-month,DSL,47.23,0
47,Month-to-month,Fiber optic,81.01,0
47,Month-to-month,DSL,,0
50,Month-to-month,Fiber optic,70.07,1
42,Month-to-month,DSL,37.81,1
16,Month-to-month,Fiber optic,65.67,1
20,Two year,DSL,39.43,0
54,Two year,DSL,45.12,0
45,Two year,Fiber optic,47.29,1
17,Month-to-month,Fiber optic,82.36,1
64,One year,DSL,68.36,0
71,Month-to-month,Fiber optic,64.81,0
45,Month-to-month,Fiber optic,84.1,0
16,Month-to-month,Fiber optic,68.39,1
68,Two year,Fiber optic,62.77,0
17,One year,DSL,40.42,0
31,Month-to-month,DSL,46.03,1
62,One year,DSL,36.34,0
38,Two year,DSL,52.27,0
17,Month-to-month,DSL,38.77,0
5,Two year,DSL,32.12,0
26,Month-to-month,Fiber optic,69.76,1
49,Month-to-month,DSL,36.67,0
52,Two year,Fiber optic,66.07,0
16,Month-to-month,Fiber optic,69.35,1
11,One year,DSL,28.92,0
51,Month-to-month,DSL,62.51,0
11,One year,DSL,54.75,0
4,One year,DSL,37.44,1
35,Two year,Fiber optic,69.77,0
41,Two year,Fiber optic,77.63,0
17,One year,Fiber optic,72.5,0
15,Month-to-month,Fiber optic,92.56,0
17,Month-to-month,DSL,42.14,0
25,One year,DSL,59.27,0
0,Month-to-month,Fiber optic,53.98,0
0,Month-to-month,Fiber optic,55.83,1
27,Two year,Fiber optic,90.21,1
1,Month-to-month,DSL,39.82,1
23,Month-to-month,Fiber optic,55.99,0
42,Two year,Fiber optic,69.43,0
2,One year,Fiber optic,85.17,0
45,One year,Fiber optic,60.84,0
45,Month-to-month,Fiber optic,69.5,0
41,Month-to-month,DSL,22.75,0
45,One year,Fiber optic,64.37,0
59,Month-to-month,Fiber optic,81.97,0
5,One year,Fiber optic,60.59,0
12,Month-to-month,Fiber optic,54.74,1
23,Month-to-month,No,15.69,0
50,Month-to-month,DSL,37.68,1
63,Month-to-month,Fiber optic,79.18,0
67,Month-to-month,DSL,49.56,0
42,One year,Fiber optic,76.88,0
29,One year,Fiber optic,70.34,0
30,Month-to-month,Fiber optic,62.56,0
4,One year,DSL,35.68,1
33,Month-to-month,DSL,50.19,0
37,Month-to-month,Fiber optic,89.07,0
15,Two year,DSL,33.71,1
56,One year,Fiber optic,57.78,0
59,One year,Fiber optic,56.37,0
22,Month-to-month,Fiber optic,79.98,0
66,Month-to-month,Fiber optic,69.49,0
7,One year,Fiber optic,76.66,1
66,One year,No,18.9,0
56,One year,Fiber optic,77.42,0
16,Two year,Fiber optic,66.55,0
47,Month-to-month,Fiber optic,51.46,0
22,Two year,Fiber optic,81.07,0
58,One year,Fiber optic,69.57,0
11,Month-to-month,Fiber optic,66.28,0
17,Month-to-month,Fiber optic,73.38,1
22,One year,Fiber optic,52.67,0
14,Month-to-month,Fiber optic,75.17,1
24,One year,DSL,37.85,0
43,One year,No,23.13,0
46,Month-to-month,Fiber optic,83.67,0
40,Month-to-month,DSL,52.71,0
13,One year,DSL,42.88,0
14,Month-to-month,DSL,43.79,0
67,Two year,DSL,14.27,0
18,Month-to-month,DSL,35.14,1
7,Two year,No,27.01,0
33,Month-to-month,Fiber optic,60.83,0
0,Month-to-month,Fiber optic,54.08,0
25,One year,DSL,50.76,0
62,Month-to-month,No,40.68,0
19,Month-to-month,DSL,36.34,0
51,Month-to-month,No,35.5,0
35,One year,DSL,53.7,0
25,One year,DSL,33.28,0
48,Month-to-month,DSL,36.27,0
43,Month-to-month,DSL,66.64,1
23,Month-to-month,DSL,31.6,0
16,Two year,DSL,37.69,0
66,Month-to-month,Fiber optic,93.59,0
12,One year,No,18.17,0
70,Month-to-month,DSL,61.24,0
34,One year,DSL,32.74,0
72,Two year,Fiber optic,71.66,0
25,Month-to-month,Fiber optic,83.03,0
41,One year,Fiber optic,64.39,0
44,Month-to-month,Fiber optic,71.2,1
24,One year,DSL,53.93,0
15,Month-to-month,DSL,34.18,0
37,Month-to-month,DSL,71.88,0
48,Month-to-month,Fiber optic,82.45,0
19,Month-to-month,No,20.71,0
55,Two year,DSL,42.18,0
46,One year,DSL,67.94,0
12,Month-to-month,Fiber optic,65.74,0
68,Month-to-month,DSL,39.33,0
3,One year,Fiber optic,83.75,0
47,Month-to-month,Fiber optic,53.19,0
32,Month-to-month,DSL,44.06,0
47,One year,DSL,46.01,0
56,Month-to-month,Fiber optic,61.56,0
50,Month-to-month,No,6.21,0
47,Month-to-month,DSL,45.83,0
61,Month-to-month,DSL,53.26,0
51,One year,Fiber optic,61.85,0
59,One year,Fiber optic,55.84,0
29,Two year,DSL,60.07,0
14,Month-to-month,DSL,51.34,0
17,One year,DSL,40.66,0
44,Two year,Fiber optic,81.05,0
38,One year,Fiber optic,72.9,0
5,Two year,Fiber optic,91.47,1
14,Two year,DSL,52.97,0
70,Two year,DSL,28.32,0
53,Two year,Fiber optic,62.1,0
55,One year,DSL,37.67,0
14,Month-to-month,DSL,48.71,0
4,Two year,Fiber optic,66.36,1
21,Two year,Fiber optic,56.47,0
62,Month-to-month,DSL,52.07,0
36,Month-to-month,No,37.0,0
57,Month-to-month,Fiber optic,68.77,0
35,Two year,Fiber optic,72.51,0
35,Month-to-month,DSL,33.39,0
43,Month-to-month,Fiber optic,63.73,0
70,Month-to-month,DSL,39.22,0
31,Month-to-month,DSL,51.7,0
43,Two year,Fiber optic,73.07,0
67,Month-to-month,DSL,41.04,0
27,Month-to-month,DSL,40.57,0
61,Month-to-month,DSL,21.39,0
39,One year,Fiber optic,89.27,0
64,One year,DSL,19.97,0
34,Month-to-month,DSL,50.06,0
45,Month-to-month,Fiber optic,70.45,0
23,Two year,Fiber optic,66.81,0
46,One year,No,24.9,0
